ticker,date,time,open,high,low,close,vol
XAUUSD,20010103,084200,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,084400,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,084500,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,084700,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,084800,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,085600,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,090500,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,090700,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,091200,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,091500,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,091600,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,091800,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,091900,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,092000,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,092100,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,092200,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,092300,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,092400,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,092500,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,092600,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,092700,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,092800,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,092900,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,093000,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,093100,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,093300,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,093400,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,093500,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,093600,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,093700,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,093800,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,093900,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094000,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094100,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094200,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094300,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094400,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094500,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094700,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094800,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,094900,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,095000,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,095100,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,095200,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,095300,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,095400,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,095500,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,095600,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,095700,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,095800,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,095900,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,100000,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,100100,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,100300,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,100400,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,101500,268.8000,268.8000,268.8000,268.8000,4
XAUUSD,20010103,102200,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,103700,269.1000,269.1000,269.1000,269.1000,4
XAUUSD,20010103,104000,269.0000,269.0000,268.9000,268.9000,4
XAUUSD,20010103,104200,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,105400,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,105600,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,110400,268.9000,268.9000,268.9000,268.9000,4
XAUUSD,20010103,112300,268.6000,268.6000,268.6000,268.6000,4
XAUUSD,20010103,112400,268.6000,268.6000,268.6000,268.6000,4
XAUUSD,20010103,112600,268.6000,268.6000,268.6000,268.6000,4
XAUUSD,20010103,112900,268.6000,268.6000,268.6000,268.6000,4
XAUUSD,20010103,113100,268.6000,268.6000,268.5000,268.5000,4
XAUUSD,20010103,113200,268.5000,268.5000,268.5000,268.5000,4
XAUUSD,20010103,113300,268.5000,268.5000,268.5000,268.5000,4
XAUUSD,20010103,113400,268.5000,268.5000,268.5000,268.5000,4
XAUUSD,20010103,113500,268.6000,268.6000,268.4000,268.4000,4
XAUUSD,20010103,113700,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,113900,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,114100,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,114200,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,114300,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,114500,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,114600,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,114800,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,115000,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,115800,268.4000,268.4000,268.2000,268.2000,4
XAUUSD,20010103,120100,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,120200,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,121300,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,122700,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,123100,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,123300,268.4000,268.4000,268.3000,268.3000,4
XAUUSD,20010103,123700,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,123900,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,131300,268.5000,268.5000,268.5000,268.5000,4
XAUUSD,20010103,131500,268.4000,268.4000,268.4000,268.4000,4
XAUUSD,20010103,132500,268.0000,268.1000,268.0000,268.1000,4
XAUUSD,20010103,132600,268.1000,268.1000,268.1000,268.1000,4
XAUUSD,20010103,132800,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,133100,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,133200,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,133300,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,133700,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,133800,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,134000,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,134600,268.5000,268.5000,268.5000,268.5000,4
XAUUSD,20010103,134800,268.3000,268.3000,268.3000,268.3000,4
XAUUSD,20010103,134900,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,135100,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,135300,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,135500,268.2000,268.2000,268.2000,268.2000,4
XAUUSD,20010103,135800,268.2000,268.2000,268.1000,268.1000,4
XAUUSD,20010103,140100,268.0000,268.0000,268.0000,268.0000,4
XAUUSD,20010103,140300,267.5000,267.5000,267.4000,267.4000,4
XAUUSD,20010103,140400,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,140900,267.6000,267.6000,267.6000,267.6000,4
XAUUSD,20010103,141000,267.3000,267.3000,267.3000,267.3000,4
XAUUSD,20010103,141200,267.3000,267.4000,267.3000,267.4000,4
XAUUSD,20010103,141300,267.3000,267.3000,267.3000,267.3000,4
XAUUSD,20010103,141600,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,142500,267.4000,267.6000,267.4000,267.6000,4
XAUUSD,20010103,143000,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,143100,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,143300,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,143400,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,143500,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,143600,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,143900,267.3000,267.3000,267.3000,267.3000,4
XAUUSD,20010103,144000,267.2000,267.2000,267.0000,267.0000,4
XAUUSD,20010103,144200,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,144300,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,144400,266.7000,266.7000,266.7000,266.7000,4
XAUUSD,20010103,144500,266.7000,266.8000,266.6000,266.6000,4
XAUUSD,20010103,144600,266.7000,266.7000,266.7000,266.7000,4
XAUUSD,20010103,144700,266.5000,266.5000,266.5000,266.5000,4
XAUUSD,20010103,144800,266.5000,266.5000,266.5000,266.5000,4
XAUUSD,20010103,145000,266.5000,266.5000,266.5000,266.5000,4
XAUUSD,20010103,145100,266.6000,266.6000,266.6000,266.6000,4
XAUUSD,20010103,145200,266.6000,266.6000,266.6000,266.6000,4
XAUUSD,20010103,145300,266.6000,266.6000,266.6000,266.6000,4
XAUUSD,20010103,145400,266.8000,266.8000,266.7000,266.8000,4
XAUUSD,20010103,145500,266.7000,266.8000,266.7000,266.8000,4
XAUUSD,20010103,145600,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,145700,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,145800,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,150000,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,150100,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,150200,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,150300,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,150400,266.9000,267.1000,266.9000,267.1000,4
XAUUSD,20010103,150600,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,150700,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,150900,267.2000,267.2000,267.1000,267.1000,4
XAUUSD,20010103,151000,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,151100,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,151200,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,151300,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,151400,267.0000,267.1000,267.0000,267.1000,4
XAUUSD,20010103,151500,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,151600,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,151800,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,152000,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,152100,267.0000,267.0000,266.9000,266.9000,4
XAUUSD,20010103,152300,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,152400,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,152600,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,152700,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,152800,266.8000,266.9000,266.8000,266.9000,4
XAUUSD,20010103,153100,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,153500,266.9000,266.9000,266.8000,266.8000,4
XAUUSD,20010103,153700,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,153800,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,153900,266.9000,266.9000,266.8000,266.8000,4
XAUUSD,20010103,154000,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,154100,266.8000,266.8000,266.7000,266.7000,4
XAUUSD,20010103,154200,266.7000,266.7000,266.7000,266.7000,4
XAUUSD,20010103,154300,266.7000,266.7000,266.5000,266.5000,4
XAUUSD,20010103,154400,266.6000,266.6000,266.6000,266.6000,4
XAUUSD,20010103,154500,266.6000,266.6000,266.6000,266.6000,4
XAUUSD,20010103,154600,266.6000,266.7000,266.6000,266.7000,4
XAUUSD,20010103,154700,266.6000,266.6000,266.6000,266.6000,4
XAUUSD,20010103,154800,266.6000,266.6000,266.6000,266.6000,4
XAUUSD,20010103,154900,266.6000,266.7000,266.6000,266.7000,4
XAUUSD,20010103,155000,266.7000,266.7000,266.7000,266.7000,4
XAUUSD,20010103,155100,266.7000,266.7000,266.7000,266.7000,4
XAUUSD,20010103,155200,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,155300,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,155400,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,155600,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,155700,266.8000,266.8000,266.8000,266.8000,4
XAUUSD,20010103,155900,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,160000,266.9000,266.9000,266.8000,266.8000,4
XAUUSD,20010103,160100,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,160200,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,160300,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,160400,267.1000,267.1000,267.0000,267.0000,4
XAUUSD,20010103,160700,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,161000,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,161200,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,161300,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,161500,267.0000,267.1000,267.0000,267.1000,4
XAUUSD,20010103,161600,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,161700,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,162000,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,162400,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,162500,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,162600,267.1000,267.1000,267.0000,267.0000,4
XAUUSD,20010103,162800,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,162900,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,163300,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,163400,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,163500,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,164300,267.3000,267.3000,267.3000,267.3000,4
XAUUSD,20010103,164400,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,164600,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,164700,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,164800,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,164900,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,165000,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,165100,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,165200,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,165400,267.3000,267.3000,267.3000,267.3000,4
XAUUSD,20010103,165500,267.3000,267.4000,267.3000,267.4000,4
XAUUSD,20010103,165600,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,165700,267.4000,267.4000,267.4000,267.4000,4
XAUUSD,20010103,165800,267.5000,267.5000,267.4000,267.5000,4
XAUUSD,20010103,165900,267.5000,267.5000,267.5000,267.5000,4
XAUUSD,20010103,170000,267.5000,267.5000,267.5000,267.5000,4
XAUUSD,20010103,170100,267.5000,267.5000,267.5000,267.5000,4
XAUUSD,20010103,170200,267.5000,267.5000,267.5000,267.5000,4
XAUUSD,20010103,170400,267.6000,267.7000,267.6000,267.7000,4
XAUUSD,20010103,170500,267.7000,267.7000,267.7000,267.7000,4
XAUUSD,20010103,170600,267.7000,267.7000,267.7000,267.7000,4
XAUUSD,20010103,170700,267.7000,267.7000,267.6000,267.6000,4
XAUUSD,20010103,170800,267.7000,267.7000,267.7000,267.7000,4
XAUUSD,20010103,170900,267.7000,267.7000,267.6000,267.6000,4
XAUUSD,20010103,171000,267.6000,267.6000,267.4000,267.4000,4
XAUUSD,20010103,171100,267.4000,267.4000,267.3000,267.3000,4
XAUUSD,20010103,171200,267.2000,267.4000,267.2000,267.3000,4
XAUUSD,20010103,171400,267.3000,267.3000,267.3000,267.3000,4
XAUUSD,20010103,171600,267.3000,267.3000,267.2000,267.2000,4
XAUUSD,20010103,171700,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,171800,267.2000,267.2000,267.1000,267.1000,4
XAUUSD,20010103,171900,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,172100,267.2000,267.2000,267.1000,267.1000,4
XAUUSD,20010103,172200,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,172500,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,172600,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,172800,267.3000,267.3000,267.3000,267.3000,4
XAUUSD,20010103,173000,267.3000,267.3000,267.2000,267.2000,4
XAUUSD,20010103,173100,267.2000,267.2000,267.1000,267.1000,4
XAUUSD,20010103,173300,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,173500,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,173600,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,174300,267.3000,267.3000,267.2000,267.2000,4
XAUUSD,20010103,174400,267.3000,267.3000,267.1000,267.1000,4
XAUUSD,20010103,174500,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,174600,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,174700,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,174800,267.1000,267.1000,267.0000,267.0000,4
XAUUSD,20010103,174900,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,175200,267.0000,267.1000,267.0000,267.1000,4
XAUUSD,20010103,175300,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,175400,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,175500,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,175600,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,175700,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,175800,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,175900,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,180000,267.0000,267.0000,266.9000,266.9000,4
XAUUSD,20010103,180200,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,180400,266.9000,266.9000,266.9000,266.9000,4
XAUUSD,20010103,180500,266.9000,267.0000,266.9000,267.0000,4
XAUUSD,20010103,180600,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,180700,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,180800,267.0000,267.1000,267.0000,267.1000,4
XAUUSD,20010103,180900,267.1000,267.1000,267.1000,267.1000,4
XAUUSD,20010103,181000,267.0000,267.0000,267.0000,267.0000,4
XAUUSD,20010103,181700,267.2000,267.2000,267.2000,267.2000,4
XAUUSD,20010103,181800,267.3000,267.4000,267.3000,267.4000,4
XAUUSD,20010103,181900,267.5000,267.8000,267.5000,267.8000,4
XAUUSD,20010103,182000,268.0000,268.1000,268.0000,268.1000,4
XAUUSD,20010103,182100,268.0000,268.1000,268.0000,268.0000,4
XAUUSD,20010103,182200,268.0000,268.0000,267.9000,267.9000,4
XAUUSD,20010103,182300,267.9000,267.9000,267.9000,267.9000,4
XAUUSD,20010103,182400,267.8000,267.8000,267.6000,267.6000,4
XAUUSD,20010103,182500,267.6000,267.7000,267.6000,267.7000,4
XAUUSD,20010103,182600,267.7000,267.9000,267.7000,267.9000,4
